FeederLogID,LineID,OrderID,FeederSlotNo,ComponentPartNumber,ReelLotNo,LoadedTimestamp,ComponentsLoadedQty,ComponentsConsumedQty,ComponentsRemainingQty,LoadedByOperatorID
FLOG-003168,LINE-A,ORD-1405-0291,8,CAP-0201-10pF,LOT-771765,1405/03/20 14:02:00,10000,6,9994,EMP-003
FLOG-003169,LINE-A,ORD-1405-0291,33,CAP-0603-100nF,LOT-554122,1405/03/20 14:02:00,10000,6,9994,EMP-003
FLOG-003170,LINE-A,ORD-1405-0291,49,IC-SOIC-PMIC-BUCK1A,LOT-751326,1405/03/20 14:02:00,4000,6,3994,EMP-003
FLOG-003171,LINE-A,ORD-1405-0291,19,CAP-0603-1uF,LOT-328200,1405/03/20 14:02:00,4000,6,3994,EMP-003
FLOG-003172,LINE-A,ORD-1405-0291,42,RES-0402-4K7,LOT-827237,1405/03/20 14:02:00,2500,6,2494,EMP-003
FLOG-003173,LINE-A,ORD-1405-0291,30,CAP-0201-100nF,LOT-702792,1405/03/20 14:02:00,5000,6,4994,EMP-003
FLOG-003174,LINE-A,ORD-1405-0291,37,IC-BGA-PMIC-MULTI,LOT-928207,1405/03/20 14:02:00,4000,6,3994,EMP-003
FLOG-003175,LINE-A,ORD-1405-0291,17,CONN-USB-C,LOT-349881,1405/03/20 14:02:00,2500,6,2494,EMP-003
FLOG-003176,LINE-B,ORD-1405-0292,54,RES-0402-100R,LOT-971422,1405/03/20 10:10:00,10000,28,9972,EMP-007
FLOG-003177,LINE-B,ORD-1405-0292,12,RES-0402-22R,LOT-979588,1405/03/20 10:10:00,10000,30,9970,EMP-007
FLOG-003178,LINE-B,ORD-1405-0292,2,DIO-LED-0603-RED,LOT-494618,1405/03/20 10:10:00,5000,28,4972,EMP-007
FLOG-003179,LINE-B,ORD-1405-0292,55,RES-0402-1K,LOT-407698,1405/03/20 10:10:00,4000,27,3973,EMP-007
FLOG-003180,LINE-B,ORD-1405-0292,13,RES-0201-47K,LOT-763354,1405/03/20 10:10:00,2500,27,2473,EMP-007
FLOG-003181,LINE-B,ORD-1405-0292,30,CAP-0603-100pF,LOT-427545,1405/03/20 10:10:00,4000,30,3970,EMP-007
FLOG-003182,LINE-B,ORD-1405-0292,21,CAP-0603-1uF,LOT-157816,1405/03/20 10:10:00,5000,29,4971,EMP-007
FLOG-003183,LINE-B,ORD-1405-0292,5,IC-SOIC-TXRX-RS485,LOT-888030,1405/03/20 10:10:00,5000,29,4971,EMP-007
FLOG-003184,LINE-B,ORD-1405-0292,29,RES-0402-22R,LOT-615271,1405/03/20 10:10:00,2500,28,2472,EMP-007
FLOG-003185,LINE-B,ORD-1405-0292,57,DIO-1N4148,LOT-777093,1405/03/20 10:10:00,10000,30,9970,EMP-007
FLOG-003186,LINE-B,ORD-1405-0292,16,RES-0201-1K,LOT-273799,1405/03/20 10:10:00,5000,27,4973,EMP-007
FLOG-003187,LINE-B,ORD-1405-0292,17,IC-BGA-DDR3-2G,LOT-371325,1405/03/20 10:10:00,5000,28,4972,EMP-007
FLOG-003188,LINE-B,ORD-1405-0292,37,RES-0402-10K,LOT-482367,1405/03/20 10:10:00,2500,29,2471,EMP-007
FLOG-003189,LINE-A,ORD-1405-0293,37,RES-0402-22R,LOT-976457,1405/03/19 07:14:00,5000,69,4931,EMP-005
FLOG-003190,LINE-A,ORD-1405-0293,10,IC-SOIC-MCU-ATMEGA328,LOT-144781,1405/03/19 07:14:00,5000,69,4931,EMP-005
FLOG-003191,LINE-A,ORD-1405-0293,22,CAP-0603-4.7uF,LOT-885839,1405/03/19 07:14:00,4000,66,3934,EMP-005
FLOG-003192,LINE-A,ORD-1405-0293,13,IC-SOIC-MCU-STM32F1,LOT-803534,1405/03/19 07:14:00,10000,75,9925,EMP-005
FLOG-003193,LINE-A,ORD-1405-0293,18,CAP-0603-10uF,LOT-730762,1405/03/19 07:14:00,10000,75,9925,EMP-005
FLOG-003194,LINE-A,ORD-1405-0293,42,RES-0201-1K,LOT-767900,1405/03/19 07:14:00,4000,72,3928,EMP-005
FLOG-003195,LINE-A,ORD-1405-0293,33,RES-0201-1K,LOT-672257,1405/03/19 07:14:00,10000,67,9933,EMP-005
FLOG-003196,LINE-A,ORD-1405-0293,51,RES-0201-100K,LOT-971002,1405/03/19 07:14:00,5000,68,4932,EMP-005
FLOG-003197,LINE-A,ORD-1405-0293,46,CAP-0201-10pF,LOT-591177,1405/03/19 07:14:00,5000,72,4928,EMP-005
FLOG-003198,LINE-A,ORD-1405-0293,45,CONN-HDR-4P,LOT-299804,1405/03/19 07:14:00,5000,66,4934,EMP-005
FLOG-003199,LINE-A,ORD-1405-0294,58,IC-SOIC-MCU-STM32F1,LOT-134913,1405/03/21 08:24:00,5000,10,4990,EMP-001
FLOG-003200,LINE-A,ORD-1405-0294,22,RES-0201-100K,LOT-789494,1405/03/21 08:24:00,5000,10,4990,EMP-001
FLOG-003201,LINE-A,ORD-1405-0294,20,DIO-LED-0603-RED,LOT-348987,1405/03/21 08:24:00,4000,10,3990,EMP-001
FLOG-003202,LINE-A,ORD-1405-0294,14,DIO-SS14,LOT-267532,1405/03/21 08:24:00,4000,10,3990,EMP-001
FLOG-003203,LINE-A,ORD-1405-0294,46,RES-0201-1K,LOT-962137,1405/03/21 08:24:00,10000,10,9990,EMP-001
FLOG-003204,LINE-A,ORD-1405-0294,39,DIO-1N4148,LOT-235350,1405/03/21 08:24:00,4000,10,3990,EMP-001
FLOG-003205,LINE-A,ORD-1405-0294,2,IC-SOIC-OPAMP-DUAL,LOT-954146,1405/03/21 08:24:00,5000,10,4990,EMP-001
FLOG-003206,LINE-A,ORD-1405-0294,24,RES-0402-4K7,LOT-552397,1405/03/21 08:24:00,4000,11,3989,EMP-001
FLOG-003207,LINE-B,ORD-1405-0295,7,RES-0201-100K,LOT-808213,1405/03/21 09:56:00,10000,38,9962,EMP-007
FLOG-003208,LINE-B,ORD-1405-0295,33,DIO-LED-0603-GRN,LOT-800224,1405/03/21 09:56:00,2500,38,2462,EMP-007
FLOG-003209,LINE-B,ORD-1405-0295,55,RES-0201-1K,LOT-428639,1405/03/21 09:56:00,5000,39,4961,EMP-007
FLOG-003210,LINE-B,ORD-1405-0295,44,RES-0402-4K7,LOT-849687,1405/03/21 09:56:00,10000,39,9961,EMP-007
FLOG-003211,LINE-B,ORD-1405-0295,36,RES-0402-4K7,LOT-832105,1405/03/21 09:56:00,4000,38,3962,EMP-007
FLOG-003212,LINE-B,ORD-1405-0295,24,DIO-SS14,LOT-958494,1405/03/21 09:56:00,5000,43,4957,EMP-007
FLOG-003213,LINE-B,ORD-1405-0295,27,CAP-0201-10pF,LOT-268917,1405/03/21 09:56:00,4000,43,3957,EMP-007
FLOG-003214,LINE-B,ORD-1405-0295,23,IC-SOIC-EEPROM-24C02,LOT-756758,1405/03/21 09:56:00,4000,41,3959,EMP-007
FLOG-003215,LINE-B,ORD-1405-0295,43,CAP-0201-10pF,LOT-760530,1405/03/21 09:56:00,10000,39,9961,EMP-007
FLOG-003216,LINE-B,ORD-1405-0295,38,RES-0402-100R,LOT-945737,1405/03/21 09:56:00,4000,39,3961,EMP-007
FLOG-003217,LINE-B,ORD-1405-0295,5,IC-SOIC-TXRX-RS485,LOT-145376,1405/03/21 09:56:00,4000,41,3959,EMP-007
FLOG-003218,LINE-B,ORD-1405-0295,34,DIO-SS14,LOT-625282,1405/03/21 09:56:00,5000,40,4960,EMP-007
FLOG-003219,LINE-B,ORD-1405-0295,12,RES-0201-47K,LOT-471158,1405/03/21 09:56:00,5000,38,4962,EMP-007
FLOG-003220,LINE-B,ORD-1405-0295,40,CAP-0603-22pF,LOT-711295,1405/03/21 09:56:00,4000,43,3957,EMP-007
FLOG-003221,LINE-B,ORD-1405-0296,6,RES-0402-10R,LOT-373509,1405/03/21 08:08:00,2500,165,2335,EMP-010
FLOG-003222,LINE-B,ORD-1405-0296,29,DIO-SS14,LOT-193944,1405/03/21 08:08:00,2500,159,2341,EMP-010
FLOG-003223,LINE-B,ORD-1405-0296,10,IC-SOIC-TXRX-RS485,LOT-266055,1405/03/21 08:08:00,10000,169,9831,EMP-010
FLOG-003224,LINE-B,ORD-1405-0296,56,IC-SOIC-OPAMP-DUAL,LOT-381249,1405/03/21 08:08:00,10000,163,9837,EMP-010
FLOG-003225,LINE-B,ORD-1405-0296,15,CAP-0201-100nF,LOT-947019,1405/03/21 08:08:00,4000,163,3837,EMP-010
FLOG-003226,LINE-B,ORD-1405-0296,26,RES-0402-10K,LOT-148847,1405/03/21 08:08:00,10000,156,9844,EMP-010
FLOG-003227,LINE-B,ORD-1405-0296,43,RES-0402-10R,LOT-737884,1405/03/21 08:08:00,2500,166,2334,EMP-010
FLOG-003228,LINE-B,ORD-1405-0296,12,DIO-LED-0603-GRN,LOT-666046,1405/03/21 08:08:00,5000,172,4828,EMP-010
FLOG-003229,LINE-B,ORD-1405-0296,28,RES-0402-4K7,LOT-842724,1405/03/21 08:08:00,2500,174,2326,EMP-010
FLOG-003230,LINE-B,ORD-1405-0296,51,CONN-TERM-BLOCK-3P,LOT-834123,1405/03/21 08:08:00,4000,155,3845,EMP-010
FLOG-003231,LINE-A,ORD-1405-0297,38,RES-0201-1K,LOT-506379,1405/03/23 07:00:00,2500,139,2361,EMP-004
FLOG-003232,LINE-A,ORD-1405-0297,31,RES-0402-22R,LOT-963285,1405/03/23 07:00:00,4000,128,3872,EMP-004
FLOG-003233,LINE-A,ORD-1405-0297,43,RES-0201-10K,LOT-314259,1405/03/23 07:00:00,2500,136,2364,EMP-004
FLOG-003234,LINE-A,ORD-1405-0297,59,RES-0402-10R,LOT-434345,1405/03/23 07:00:00,4000,142,3858,EMP-004
FLOG-003235,LINE-A,ORD-1405-0297,7,RES-0201-100K,LOT-486402,1405/03/23 07:00:00,10000,124,9876,EMP-004
FLOG-003236,LINE-A,ORD-1405-0297,40,RES-0402-10K,LOT-199739,1405/03/23 07:00:00,4000,140,3860,EMP-004
FLOG-003237,LINE-A,ORD-1405-0298,54,RES-0402-10K,LOT-450978,1405/03/23 07:00:00,2500,65,2435,EMP-001
FLOG-003238,LINE-A,ORD-1405-0298,37,CAP-0603-100nF,LOT-896522,1405/03/23 07:00:00,5000,60,4940,EMP-001
FLOG-003239,LINE-A,ORD-1405-0298,23,RES-0402-10K,LOT-886118,1405/03/23 07:00:00,4000,62,3938,EMP-001
FLOG-003240,LINE-A,ORD-1405-0298,7,CAP-0201-10pF,LOT-824191,1405/03/23 07:00:00,4000,67,3933,EMP-001
FLOG-003241,LINE-A,ORD-1405-0298,16,CAP-0603-100nF,LOT-877534,1405/03/23 07:00:00,5000,60,4940,EMP-001
FLOG-003242,LINE-A,ORD-1405-0298,59,CAP-0603-100pF,LOT-899368,1405/03/23 07:00:00,5000,62,4938,EMP-001
FLOG-003243,LINE-A,ORD-1405-0298,13,RES-0402-22R,LOT-449578,1405/03/23 07:00:00,10000,65,9935,EMP-001
FLOG-003244,LINE-A,ORD-1405-0298,35,RES-0201-47K,LOT-744937,1405/03/23 07:00:00,5000,67,4933,EMP-001
FLOG-003245,LINE-A,ORD-1405-0298,29,IC-SOIC-MCU-STM32F1,LOT-563362,1405/03/23 07:00:00,2500,66,2434,EMP-001
FLOG-003246,LINE-A,ORD-1405-0298,26,CONN-HDR-2P,LOT-136086,1405/03/23 07:00:00,5000,63,4937,EMP-001
FLOG-003247,LINE-A,ORD-1405-0299,16,RES-0402-22R,LOT-796224,1405/03/24 14:30:00,2500,149,2351,EMP-002
FLOG-003248,LINE-A,ORD-1405-0299,52,IC-SOIC-PMIC-BUCK1A,LOT-244763,1405/03/24 14:30:00,5000,166,4834,EMP-002
FLOG-003249,LINE-A,ORD-1405-0299,5,CAP-0201-10pF,LOT-254104,1405/03/24 14:30:00,2500,157,2343,EMP-002
FLOG-003250,LINE-A,ORD-1405-0299,23,IC-SOIC-TXRX-RS485,LOT-302703,1405/03/24 14:30:00,10000,157,9843,EMP-002
FLOG-003251,LINE-A,ORD-1405-0299,4,IC-SOIC-MCU-STM32F1,LOT-226771,1405/03/24 14:30:00,4000,159,3841,EMP-002
FLOG-003252,LINE-A,ORD-1405-0299,28,IC-SOIC-EEPROM-24C02,LOT-843646,1405/03/24 14:30:00,10000,164,9836,EMP-002
FLOG-003253,LINE-A,ORD-1405-0299,2,CONN-HDR-4P,LOT-438278,1405/03/24 14:30:00,10000,162,9838,EMP-002
FLOG-003254,LINE-B,ORD-1405-0300,46,CAP-0201-10pF,LOT-487696,1405/03/25 07:41:00,2500,201,2299,EMP-008
FLOG-003255,LINE-B,ORD-1405-0300,29,CAP-0603-4.7uF,LOT-200904,1405/03/25 07:41:00,4000,188,3812,EMP-008
FLOG-003256,LINE-B,ORD-1405-0300,34,RES-0201-47K,LOT-294132,1405/03/25 07:41:00,10000,201,9799,EMP-008
FLOG-003257,LINE-B,ORD-1405-0300,32,CAP-0201-100nF,LOT-817889,1405/03/25 07:41:00,2500,203,2297,EMP-008
FLOG-003258,LINE-B,ORD-1405-0300,33,RES-0201-1K,LOT-542311,1405/03/25 07:41:00,4000,194,3806,EMP-008
FLOG-003259,LINE-B,ORD-1405-0300,22,RES-0201-1K,LOT-933610,1405/03/25 07:41:00,10000,191,9809,EMP-008
FLOG-003260,LINE-B,ORD-1405-0300,12,CAP-0201-100nF,LOT-713093,1405/03/25 07:41:00,2500,200,2300,EMP-008
FLOG-003261,LINE-B,ORD-1405-0300,38,RES-0201-10K,LOT-190556,1405/03/25 07:41:00,5000,182,4818,EMP-008
FLOG-003262,LINE-B,ORD-1405-0300,3,CAP-0603-1uF,LOT-158376,1405/03/25 07:41:00,2500,183,2317,EMP-008
FLOG-003263,LINE-B,ORD-1405-0300,30,RES-0402-10K,LOT-443502,1405/03/25 07:41:00,10000,179,9821,EMP-008
FLOG-003264,LINE-B,ORD-1405-0300,57,CAP-0201-10pF,LOT-373835,1405/03/25 07:41:00,2500,184,2316,EMP-008
FLOG-003265,LINE-B,ORD-1405-0300,58,RES-0402-330R,LOT-391547,1405/03/25 07:41:00,5000,203,4797,EMP-008
FLOG-003266,LINE-B,ORD-1405-0300,49,CAP-0201-100nF,LOT-984825,1405/03/25 07:41:00,4000,198,3802,EMP-008
FLOG-003267,LINE-B,ORD-1405-0301,1,RES-0402-100K,LOT-313602,1405/03/27 11:38:00,5000,148,4852,EMP-009
FLOG-003268,LINE-B,ORD-1405-0301,47,RES-0402-100R,LOT-986752,1405/03/27 11:38:00,10000,143,9857,EMP-009
FLOG-003269,LINE-B,ORD-1405-0301,41,RES-0402-4K7,LOT-771545,1405/03/27 11:38:00,2500,145,2355,EMP-009
FLOG-003270,LINE-B,ORD-1405-0301,55,IC-SOIC-EEPROM-24C02,LOT-589329,1405/03/27 11:38:00,2500,151,2349,EMP-009
FLOG-003271,LINE-B,ORD-1405-0301,40,RES-0402-10R,LOT-592448,1405/03/27 11:38:00,5000,146,4854,EMP-009
FLOG-003272,LINE-B,ORD-1405-0301,21,CAP-0603-100nF,LOT-977922,1405/03/27 11:38:00,2500,156,2344,EMP-009
FLOG-003273,LINE-B,ORD-1405-0301,56,IC-SOIC-MCU-STM32F1,LOT-747841,1405/03/27 11:38:00,5000,151,4849,EMP-009
FLOG-003274,LINE-B,ORD-1405-0301,7,IC-SOIC-PMIC-BUCK1A,LOT-457876,1405/03/27 11:38:00,10000,160,9840,EMP-009
FLOG-003275,LINE-B,ORD-1405-0301,37,CAP-0603-10uF,LOT-383747,1405/03/27 11:38:00,10000,144,9856,EMP-009
FLOG-003276,LINE-B,ORD-1405-0301,26,CAP-0603-100nF,LOT-281093,1405/03/27 11:38:00,10000,146,9854,EMP-009
FLOG-003277,LINE-B,ORD-1405-0301,59,CAP-0201-100nF,LOT-881069,1405/03/27 11:38:00,10000,145,9855,EMP-009
FLOG-003278,LINE-A,ORD-1405-0302,29,CAP-0201-100nF,LOT-973748,1405/03/27 11:30:00,2500,68,2432,EMP-001
FLOG-003279,LINE-A,ORD-1405-0302,33,RES-0402-10K,LOT-719519,1405/03/27 11:30:00,4000,68,3932,EMP-001
FLOG-003280,LINE-A,ORD-1405-0302,50,IC-SOIC-PMIC-BUCK1A,LOT-917120,1405/03/27 11:30:00,10000,63,9937,EMP-001
FLOG-003281,LINE-A,ORD-1405-0302,11,RES-0402-10K,LOT-583036,1405/03/27 11:30:00,10000,60,9940,EMP-001
FLOG-003282,LINE-A,ORD-1405-0302,6,RES-0201-1K,LOT-323752,1405/03/27 11:30:00,10000,63,9937,EMP-001
FLOG-003283,LINE-A,ORD-1405-0302,32,IC-SOIC-MCU-STM32F1,LOT-452363,1405/03/27 11:30:00,4000,65,3935,EMP-001
FLOG-003284,LINE-A,ORD-1405-0302,55,CAP-0603-100pF,LOT-224621,1405/03/27 11:30:00,5000,67,4933,EMP-001
FLOG-003285,LINE-A,ORD-1405-0302,20,CAP-0603-10uF,LOT-203886,1405/03/27 11:30:00,4000,66,3934,EMP-001
FLOG-003286,LINE-A,ORD-1405-0302,44,CAP-0603-1uF,LOT-922429,1405/03/27 11:30:00,10000,60,9940,EMP-001
FLOG-003287,LINE-A,ORD-1405-0302,45,DIO-SS14,LOT-507957,1405/03/27 11:30:00,10000,67,9933,EMP-001
FLOG-003288,LINE-A,ORD-1405-0302,27,IC-BGA-DDR3-2G,LOT-267620,1405/03/27 11:30:00,4000,67,3933,EMP-001
FLOG-003289,LINE-A,ORD-1405-0302,24,CONN-USB-C,LOT-883322,1405/03/27 11:30:00,2500,68,2432,EMP-001
FLOG-003290,LINE-B,ORD-1405-0303,29,IC-SOIC-OPAMP-DUAL,LOT-787223,1405/03/27 14:25:00,4000,130,3870,EMP-007
FLOG-003291,LINE-B,ORD-1405-0303,4,RES-0402-100K,LOT-219108,1405/03/27 14:25:00,10000,131,9869,EMP-007
FLOG-003292,LINE-B,ORD-1405-0303,8,CAP-0603-1uF,LOT-273568,1405/03/27 14:25:00,4000,130,3870,EMP-007
FLOG-003293,LINE-B,ORD-1405-0303,47,IC-SOIC-TXRX-RS485,LOT-276709,1405/03/27 14:25:00,10000,130,9870,EMP-007
FLOG-003294,LINE-B,ORD-1405-0303,24,CAP-0603-100pF,LOT-724400,1405/03/27 14:25:00,2500,125,2375,EMP-007
FLOG-003295,LINE-B,ORD-1405-0303,11,CAP-0201-10pF,LOT-861482,1405/03/27 14:25:00,5000,133,4867,EMP-007
FLOG-003296,LINE-B,ORD-1405-0303,21,RES-0402-4K7,LOT-640341,1405/03/27 14:25:00,5000,129,4871,EMP-007
FLOG-003297,LINE-B,ORD-1405-0303,45,IC-SOIC-MCU-ATMEGA328,LOT-226471,1405/03/27 14:25:00,2500,129,2371,EMP-007
FLOG-003298,LINE-B,ORD-1405-0303,38,IC-SOIC-TXRX-RS485,LOT-343102,1405/03/27 14:25:00,2500,125,2375,EMP-007
FLOG-003299,LINE-B,ORD-1405-0303,9,IC-BGA-FPGA-XC7,LOT-356867,1405/03/27 14:25:00,2500,131,2369,EMP-007
FLOG-003300,LINE-B,ORD-1405-0303,13,CONN-USB-C,LOT-331172,1405/03/27 14:25:00,4000,119,3881,EMP-007
FLOG-003301,LINE-A,ORD-1405-0304,32,DIO-1N4148,LOT-281415,1405/03/26 11:52:00,5000,156,4844,EMP-003
FLOG-003302,LINE-A,ORD-1405-0304,19,RES-0201-47K,LOT-688836,1405/03/26 11:52:00,2500,141,2359,EMP-003
FLOG-003303,LINE-A,ORD-1405-0304,48,CAP-0603-22pF,LOT-166525,1405/03/26 11:52:00,4000,150,3850,EMP-003
FLOG-003304,LINE-A,ORD-1405-0304,41,IC-SOIC-MCU-STM32F1,LOT-586986,1405/03/26 11:52:00,5000,146,4854,EMP-003
FLOG-003305,LINE-A,ORD-1405-0304,57,RES-0201-1K,LOT-283230,1405/03/26 11:52:00,10000,147,9853,EMP-003
FLOG-003306,LINE-A,ORD-1405-0304,5,RES-0402-1K,LOT-628898,1405/03/26 11:52:00,4000,151,3849,EMP-003
FLOG-003307,LINE-A,ORD-1405-0304,42,DIO-LED-0603-GRN,LOT-193037,1405/03/26 11:52:00,10000,161,9839,EMP-003
FLOG-003308,LINE-A,ORD-1405-0304,29,CAP-0201-10pF,LOT-434453,1405/03/26 11:52:00,10000,144,9856,EMP-003
FLOG-003309,LINE-A,ORD-1405-0304,11,CONN-TERM-BLOCK-3P,LOT-456826,1405/03/26 11:52:00,2500,160,2340,EMP-003
FLOG-003310,LINE-B,ORD-1405-0305,45,RES-0201-10K,LOT-910802,1405/03/27 13:55:00,5000,128,4872,EMP-007
FLOG-003311,LINE-B,ORD-1405-0305,27,DIO-LED-0603-RED,LOT-184774,1405/03/27 13:55:00,4000,125,3875,EMP-007
FLOG-003312,LINE-B,ORD-1405-0305,41,CAP-0603-4.7uF,LOT-562722,1405/03/27 13:55:00,5000,132,4868,EMP-007
FLOG-003313,LINE-B,ORD-1405-0305,16,CAP-0603-22pF,LOT-210005,1405/03/27 13:55:00,5000,117,4883,EMP-007
FLOG-003314,LINE-B,ORD-1405-0305,9,RES-0201-47K,LOT-622812,1405/03/27 13:55:00,10000,127,9873,EMP-007
FLOG-003315,LINE-B,ORD-1405-0305,48,IC-SOIC-PMIC-BUCK1A,LOT-680908,1405/03/27 13:55:00,10000,120,9880,EMP-007
FLOG-003316,LINE-B,ORD-1405-0305,30,RES-0402-100R,LOT-233013,1405/03/27 13:55:00,4000,121,3879,EMP-007
FLOG-003317,LINE-B,ORD-1405-0305,31,IC-SOIC-MCU-ATMEGA328,LOT-679517,1405/03/27 13:55:00,4000,126,3874,EMP-007
FLOG-003318,LINE-B,ORD-1405-0305,42,RES-0402-10R,LOT-807114,1405/03/27 13:55:00,2500,125,2375,EMP-007
FLOG-003319,LINE-B,ORD-1405-0305,56,IC-SOIC-TXRX-RS485,LOT-645096,1405/03/27 13:55:00,2500,131,2369,EMP-007
FLOG-003320,LINE-B,ORD-1405-0305,36,RES-0201-10K,LOT-423614,1405/03/27 13:55:00,2500,126,2374,EMP-007
FLOG-003321,LINE-B,ORD-1405-0305,60,IC-SOIC-MCU-ATMEGA328,LOT-371375,1405/03/27 13:55:00,5000,131,4869,EMP-007
FLOG-003322,LINE-B,ORD-1405-0305,33,DIO-1N4148,LOT-129249,1405/03/27 13:55:00,10000,130,9870,EMP-007
FLOG-003323,LINE-B,ORD-1405-0305,51,IC-BGA-PMIC-MULTI,LOT-948718,1405/03/27 13:55:00,10000,130,9870,EMP-007
FLOG-003324,LINE-B,ORD-1405-0305,50,CONN-HDR-2P,LOT-293019,1405/03/27 13:55:00,5000,117,4883,EMP-007
FLOG-003325,LINE-B,ORD-1405-0306,56,CAP-0201-10pF,LOT-913777,1405/03/30 07:01:00,10000,77,9923,EMP-006
FLOG-003326,LINE-B,ORD-1405-0306,48,RES-0201-1K,LOT-131348,1405/03/30 07:01:00,5000,76,4924,EMP-006
FLOG-003327,LINE-B,ORD-1405-0306,21,IC-SOIC-MCU-STM32F1,LOT-516500,1405/03/30 07:01:00,4000,72,3928,EMP-006
FLOG-003328,LINE-B,ORD-1405-0306,45,DIO-LED-0603-RED,LOT-768658,1405/03/30 07:01:00,10000,74,9926,EMP-006
FLOG-003329,LINE-B,ORD-1405-0306,44,RES-0402-330R,LOT-638152,1405/03/30 07:01:00,4000,77,3923,EMP-006
FLOG-003330,LINE-B,ORD-1405-0306,25,RES-0201-47K,LOT-867619,1405/03/30 07:01:00,5000,80,4920,EMP-006
FLOG-003331,LINE-B,ORD-1405-0306,38,RES-0402-1K,LOT-490331,1405/03/30 07:01:00,5000,79,4921,EMP-006
FLOG-003332,LINE-B,ORD-1405-0306,50,IC-SOIC-PMIC-BUCK1A,LOT-844191,1405/03/30 07:01:00,10000,74,9926,EMP-006
FLOG-003333,LINE-B,ORD-1405-0306,31,IC-SOIC-MCU-ATMEGA328,LOT-220292,1405/03/30 07:01:00,4000,77,3923,EMP-006
FLOG-003334,LINE-B,ORD-1405-0306,28,RES-0201-10K,LOT-502670,1405/03/30 07:01:00,5000,77,4923,EMP-006
FLOG-003335,LINE-B,ORD-1405-0306,39,RES-0201-100K,LOT-580292,1405/03/30 07:01:00,10000,76,9924,EMP-006
FLOG-003336,LINE-B,ORD-1405-0306,12,RES-0402-1K,LOT-459834,1405/03/30 07:01:00,10000,73,9927,EMP-006
FLOG-003337,LINE-B,ORD-1405-0306,32,CONN-HDR-2P,LOT-882584,1405/03/30 07:01:00,10000,76,9924,EMP-006
FLOG-003338,LINE-A,ORD-1405-0307,31,RES-0402-22R,LOT-717536,1405/03/30 10:08:00,10000,63,9937,EMP-002
FLOG-003339,LINE-A,ORD-1405-0307,18,DIO-SS14,LOT-969291,1405/03/30 10:08:00,10000,68,9932,EMP-002
FLOG-003340,LINE-A,ORD-1405-0307,19,RES-0402-10R,LOT-705538,1405/03/30 10:08:00,2500,62,2438,EMP-002
FLOG-003341,LINE-A,ORD-1405-0307,15,IC-SOIC-EEPROM-24C02,LOT-327240,1405/03/30 10:08:00,2500,65,2435,EMP-002
FLOG-003342,LINE-A,ORD-1405-0307,1,CAP-0603-22pF,LOT-977745,1405/03/30 10:08:00,4000,60,3940,EMP-002
FLOG-003343,LINE-A,ORD-1405-0307,25,RES-0402-10K,LOT-627098,1405/03/30 10:08:00,2500,68,2432,EMP-002
FLOG-003344,LINE-A,ORD-1405-0307,9,IC-SOIC-MCU-ATMEGA328,LOT-329594,1405/03/30 10:08:00,5000,62,4938,EMP-002
FLOG-003345,LINE-A,ORD-1405-0307,47,RES-0201-47K,LOT-777494,1405/03/30 10:08:00,2500,68,2432,EMP-002
FLOG-003346,LINE-A,ORD-1405-0307,13,CAP-0603-10uF,LOT-655621,1405/03/30 10:08:00,10000,68,9932,EMP-002
FLOG-003347,LINE-A,ORD-1405-0307,34,IC-SOIC-MCU-ATMEGA328,LOT-858596,1405/03/30 10:08:00,2500,64,2436,EMP-002
FLOG-003348,LINE-A,ORD-1405-0307,28,IC-SOIC-TXRX-RS485,LOT-275987,1405/03/30 10:08:00,2500,66,2434,EMP-002
FLOG-003349,LINE-A,ORD-1405-0307,42,CAP-0603-100nF,LOT-419754,1405/03/30 10:08:00,2500,62,2438,EMP-002
FLOG-003350,LINE-A,ORD-1405-0307,12,IC-SOIC-EEPROM-24C02,LOT-981046,1405/03/30 10:08:00,10000,60,9940,EMP-002
FLOG-003351,LINE-A,ORD-1405-0308,43,IC-SOIC-MCU-ATMEGA328,LOT-955488,1405/03/30 07:00:00,5000,35,4965,EMP-004
FLOG-003352,LINE-A,ORD-1405-0308,11,IC-SOIC-MCU-ATMEGA328,LOT-119764,1405/03/30 07:00:00,4000,33,3967,EMP-004
FLOG-003353,LINE-A,ORD-1405-0308,59,CAP-0603-10uF,LOT-821301,1405/03/30 07:00:00,5000,33,4967,EMP-004
FLOG-003354,LINE-A,ORD-1405-0308,42,IC-SOIC-MCU-ATMEGA328,LOT-839757,1405/03/30 07:00:00,5000,35,4965,EMP-004
FLOG-003355,LINE-A,ORD-1405-0308,48,RES-0201-47K,LOT-304515,1405/03/30 07:00:00,2500,36,2464,EMP-004
FLOG-003356,LINE-A,ORD-1405-0308,49,DIO-LED-0603-RED,LOT-155807,1405/03/30 07:00:00,5000,33,4967,EMP-004
FLOG-003357,LINE-A,ORD-1405-0308,25,RES-0201-1K,LOT-631775,1405/03/30 07:00:00,4000,34,3966,EMP-004
FLOG-003358,LINE-A,ORD-1405-0308,6,RES-0201-100K,LOT-851822,1405/03/30 07:00:00,2500,32,2468,EMP-004
FLOG-003359,LINE-A,ORD-1405-0308,27,CAP-0603-1uF,LOT-314610,1405/03/30 07:00:00,5000,34,4966,EMP-004
